#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2019-07-25T12:52:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d39a547de31	
#INFO	-out.max=unlimited	
#INFO	queryParameters=8	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-source=J/AJ/126/1607/table1
#

#RESOURCE=yCat_51261607
#Name: J/AJ/126/1607
#Title: IRAS Revised Bright Galaxy Sample (Sanders+, 2003)
#Table	J_AJ_126_1607_table1:
#Name: J/AJ/126/1607/table1
#Title: IRAS Revised Bright Galaxy Sample: Integrated Flux Densities and Luminosities
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a17)	Common name (1)	[ucd=]
#Column	n_Name	(A1)	indicates complements in table3	[ucd=]
#Column	f_Name	(A1)	Flag on Name (2)	[ucd=]
#Column	IRAS	(a11)	IRAS name (3)	[ucd=]
#Column	f_IRAS	(A1)	Flag on IRAS (4)	[ucd=]
#Column	RAJ2000	(A10)	Hour of right ascension (J2000) (5)	[ucd=]
#Column	DEJ2000	(A9)	Degree of declination (J2000) (5)	[ucd=]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=]
#Column	HR	(A1)	HIRES code (6)	[ucd=]
#Column	l_F12um	(A1)	Limit flag on F12um	[ucd=]
#Column	F12um	(F7.2)	Total 12 micron band flux density	[ucd=]
#Column	u_F12um	(A1)	Confusion uncertainty flag on F12um	[ucd=]
#Column	e_F12um	(I2)	? 1 {sigma} error in F12um [NULL integer written as an empty string]	[ucd=]
#Column	S12um	(A1)	IR size flag on 12um (7)	[ucd=]
#Column	M12um	(A1)	Best flux estimate method flag on 12um (8)	[ucd=]
#Column	C12um	(A1)	Confusion type flag on 12um (9)	[ucd=]
#Column	F25um	(F7.2)	Total 25 micron band flux density	[ucd=]
#Column	u_F25um	(A1)	Confusion uncertainty flag on 25um	[ucd=]
#Column	e_F25um	(I3)	? 1 {sigma} error in F25um [NULL integer written as an empty string]	[ucd=]
#Column	S25um	(A1)	IR size flag on 25um (7)	[ucd=]
#Column	M25um	(A1)	Best flux estimate method flag on 25um (8)	[ucd=]
#Column	C25um	(A1)	Confusion type flag on 25um (9)	[ucd=]
#Column	F60um	(F8.2)	Total 60 micron band flux density	[ucd=]
#Column	u_F60um	(A1)	Confusion uncertainty flag on 60um	[ucd=]
#Column	e_F60um	(I3)	? 1 {sigma} error in F60um [NULL integer written as an empty string]	[ucd=]
#Column	S60um	(A1)	IR size flag on 60um (7)	[ucd=]
#Column	M60um	(A1)	Best flux estimate method flag on 60um (8)	[ucd=]
#Column	C60um	(A1)	Confusion type flag on 60um (9)	[ucd=]
#Column	F100um	(F8.2)	? Total 100 micron band flux density	[ucd=]
#Column	u_F100um	(A1)	Confusion uncertainty flag on 100um	[ucd=]
#Column	e_F100um	(I4)	? 1 {sigma} error in F100um [NULL integer written as an empty string]	[ucd=]
#Column	S100um	(A1)	IR size flag on 100um (7)	[ucd=]
#Column	M100um	(A1)	Best flux estimate method flag on 100um (8)	[ucd=]
#Column	C100um	(A1)	Confusion type flag on 100um (9)	[ucd=]
#Column	cz	(I5)	Heliocentric radial velocity (10)	[ucd=]
#Column	Dist	(F6.2)	Estimated source distance (11)	[ucd=]
#Column	f_Dist	(A1)	Flag on Dist (12)	[ucd=]
#Column	LogIR1	(F5.2)	Log of the 40-400 micron luminosity (13)	[ucd=]
#Column	u_LogIR1	(A1)	Uncertainty flag on LogIR1	[ucd=]
#Column	LogIR2	(F5.2)	Log of the 8-1000 micron luminosity (14)	[ucd=]
#Column	u_LogIR2	(A1)	Uncertainty flag on LogIR2	[ucd=]
#Column	Rank	(I3)	Sequential rank in the luminosity distribution	[ucd=]
#Column	OName	(a35)	Other names (15)	[ucd=]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
_RAJ2000	_DEJ2000	Name	n_Name	f_Name	IRAS	f_IRAS	RAJ2000	DEJ2000	GLON	GLAT	HR	l_F12um	F12um	u_F12um	e_F12um	S12um	M12um	C12um	F25um	u_F25um	e_F25um	S25um	M25um	C25um	F60um	u_F60um	e_F60um	S60um	M60um	C60um	F100um	u_F100um	e_F100um	S100um	M100um	C100um	cz	Dist	f_Dist	LogIR1	u_LogIR1	LogIR2	u_LogIR2	Rank	OName	Simbad	NED
111.906250	 -2.915278	IRAS 07251-0248  	 	2	07251-0248 	 	07 27 37.5	-02 54 55	219.69	  6.69	 	<	   0.07	 	  	 	 	 	   0.66	 	 33	U	T	 	    6.49	 	 32	U	T	 	    6.35	 	 330	U	T	 	26257	343.74	 	12.27	 	12.32	:	  4	                                   	Simbad	NED
112.225833	+33.818611	NGC 2388         	 	2	F07256+3355	 	07 28 54.2	+33 49 07	185.05	 21.97	S	 	   0.69	:	38	R	Z	g	   1.98	:	 57	U	T	g	   16.74	:	 42	U	P	g	   24.58	:	 152	U	P	g	 4134	 57.80	 	11.10	:	11.23	:	133	                                   	Simbad	NED
114.213750	+65.608333	NGC 2403         	 	2	F07320+6543	 	07 36 51.3	+65 36 30	150.56	 29.19	 	 	   2.82	 	24	R	Z	 	   3.57	 	 55	R	Z	 	   41.47	 	 81	R	Z	 	   99.13	 	 212	R	I	 	  161	  3.22	P	 9.10	 	 9.19	 	608	                                   	Simbad	NED
113.927083	+11.710000	MCG+02-20-003    	 	2	F07329+1149	 	07 35 42.5	+11 42 36	207.29	 15.06	R	 	   0.26	:	26	U	T	g	   0.81	:	 40	U	T	g	    9.38	:	 39	U	T	g	   13.33	:	 110	U	P	g	 4881	 67.63	 	10.98	:	11.08	:	166	                                   	Simbad	NED
114.233333	+35.241944	NGC 2415         	 	2	F07336+3521	 	07 36 56.0	+35 14 31	184.14	 23.98	 	 	   0.61	 	31	R	I	 	   1.19	 	 34	R	I	 	    8.75	 	 33	U	T	 	   13.58	 	  70	U	T	 	 3784	 53.41	 	10.76	 	10.92	 	224	                                   	Simbad	NED
114.107917	-69.521389	NGC 2442         	 	2	F07365-6924	 	07 36 25.9	-69 31 17	281.29	-21.50	 	 	   1.62	 	16	R	Z	 	   1.83	 	 11	R	Z	 	   14.85	 	 30	R	I	 	   46.61	 	 163	R	I	 	 1449	 17.33	 	10.22	 	10.30	 	428	AM0736-692                         	Simbad	NED
114.517917	-55.190833	ESO 163-G011/010 	 	2	F07369-5504	 	07 38 04.3	-55 11 27	267.42	-15.77	S	 	   0.40	 	17	U	T	 	   0.75	 	 18	R	I	 	    6.18	 	 34	R	I	 	   13.27	 	 124	U	T	 	 2828	 38.07	 	10.39	 	10.50	 	358	AM0737-550                         	Simbad	NED
119.562083	-49.852500	ESO 209-G009     	 	2	F07568-4942	 	07 58 14.9	-49 51 09	264.01	-10.58	 	 	   0.87	 	16	R	I	 	   1.29	 	 21	R	I	 	   12.09	 	 53	R	I	 	   31.84	 	 792	R	I	 	 1119	 11.81	S	 9.73	 	 9.81	 	564	AM0756-494                         	Simbad	NED
121.407917	-11.427778	NGC 2525         	 	2	F08032-1117	 	08 05 37.9	-11 25 40	231.85	 10.79	 	 	   0.68	 	38	R	I	 	   0.89	 	 31	R	I	 	    7.31	 	 32	R	I	 	   16.83	 	 120	U	T	 	 1581	 22.69	 	10.03	 	10.16	 	481	                                   	Simbad	NED
124.690000	-25.499722	NGC 2566         	 	2	08166-2520 	 	08 18 45.6	-25 29 59	245.55	  5.88	 	 	   1.26	 	27	R	I	 	   4.03	 	 25	M	I	 	   24.33	 	 50	R	I	 	   37.23	 	 174	U	T	 	 1637	 22.43	 	10.44	 	10.60	 	330	AM0816-252                         	Simbad	NED
128.346667	-22.974444	NGC 2613         	 	2	F08311-2248	 	08 33 23.2	-22 58 28	245.36	 10.06	 	 	   1.05	 	29	M	I	 	   1.32	 	 16	R	Z	 	    7.48	 	 39	R	I	 	   25.86	 	 152	U	T	 	 1678	 20.18	S	10.09	 	10.18	 	470	AM0831-224                         	Simbad	NED
129.594583	+65.120556	IRAS F08339+6517 	 	1	F08339+6517	 	08 38 22.7	+65 07 14	150.45	 35.60	 	 	   0.25	 	25	U	T	 	   1.13	 	 21	U	T	 	    5.81	 	 35	U	T	 	    6.48	 	  88	U	T	 	 5730	 79.33	 	10.89	 	11.05	 	181	                                   	Simbad	NED
129.599167	+25.754722	NGC 2623         	 	1	F08354+2555	 	08 38 23.8	+25 45 17	198.84	 33.97	 	 	   0.21	 	23	U	T	 	   1.81	 	 41	U	T	 	   23.74	 	 28	U	T	 	   25.88	 	 111	U	T	 	 5538	 77.43	 	11.48	 	11.54	 	 72	ARP243;VV079                       	Simbad	NED
129.259583	-49.908889	IRAS 08355-4944  	 	2	08355-4944 	 	08 37 02.3	-49 54 32	267.52	 -5.39	 	 	   0.64	 	25	R	Z	 	   2.27	 	 25	U	T	 	    9.44	 	 47	U	T	 	    8.02	 	 809	U	T	 	 7764	107.50	 	11.38	 	11.56	 	 67	                                   	Simbad	NED
131.115000	-31.694722	ESO 432-IG006    	 	2	08424-3130 	 	08 44 27.6	-31 41 41	253.92	  6.83	U	 	   0.58	 	23	M	I	 	   0.84	 	 27	U	T	 	    6.48	 	 42	M	I	 	    9.31	 	 319	U	T	 	 4846	 68.55	 	10.83	 	11.02	 	195	                                   	Simbad	NED
132.020833	+74.098611	NGC 2633         	 	1	F08425+7416	 	08 48 05.0	+74 05 55	139.68	 33.87	 	 	   0.92	 	20	R	Z	 	   2.47	 	 26	M	I	 	   15.98	 	 32	U	T	 	   25.43	 	 113	U	T	 	 2187	 33.65	 	10.62	 	10.77	 	268	ARP080;VV519;KPG169                	Simbad	NED
131.501250	-19.302222	NGC 2665         	 	2	F08437-1907	 	08 46 00.3	-19 18 08	244.07	 14.59	 	 	   0.29	 	34	U	T	 	   1.09	 	 25	U	T	 	    6.43	 	 42	U	T	 	    9.62	 	 195	U	T	 	 1734	 24.35	 	 9.93	 	10.08	 	507	                                   	Simbad	NED
132.687917	-21.962500	ESO 563-G028     	 	2	F08485-2146	 	08 50 45.1	-21 57 45	246.96	 13.89	 	 	   0.36	 	24	U	T	 	   0.81	 	 21	M	I	 	    8.21	 	 27	U	T	 	   15.84	 	 152	U	T	 	 2574	 36.31	 	10.44	 	10.54	 	345	                                   	Simbad	NED
133.167083	+33.423056	NGC 2683         	 	1	F08495+3336	 	08 52 40.1	+33 25 23	190.45	 38.76	 	 	   1.05	 	30	R	I	 	   1.15	 	 38	R	Z	 	    9.70	 	 39	R	I	 	   30.68	 	 185	R	I	 	  425	  7.34	S	 9.28	 	 9.36	 	601	                                   	Simbad	NED
133.390000	+51.312778	NGC 2681         	 	1	F08499+5130	 	08 53 33.6	+51 18 46	167.33	 39.68	 	 	   0.43	 	24	R	I	 	   0.58	 	 26	U	T	 	    7.14	 	 41	U	T	 	   11.22	 	  74	U	T	 	  642	 12.47	 	 9.40	 	 9.53	 	590	                                   	Simbad	NED
133.129583	-69.033056	ESO 60-IG016     	 	2	F08520-6850	 	08 52 31.1	-69 01 59	284.24	-15.38	 	 	   0.15	:	16	U	P	n	   0.73	 	 15	M	I	 	    5.71	 	 28	U	T	 	    6.12	 	 139	U	T	 	13888	186.88	 	11.65	 	11.76	:	 38	AM0852-685                         	Simbad	NED
134.050833	 -2.563056	NGC 2706         	 	2	F08536-0222	 	08 56 12.2	-02 33 47	230.81	 26.11	 	 	   0.56	 	25	R	I	 	   0.59	 	 32	R	Z	 	    6.64	 	 28	M	I	 	   14.01	 	  80	U	T	 	 1631	 24.36	 	10.02	 	10.15	 	485	                                   	Simbad	NED
135.104167	+39.065556	IRAS F08572+3915 	 	1	F08572+3915	 	09 00 25.0	+39 03 56	183.40	 41.00	 	 	   0.33	 	31	U	T	 	   1.76	 	 33	U	T	 	    7.30	 	 28	U	T	 	    4.77	 	 152	U	T	 	17455	232.19	 	12.01	 	12.10	 	 15	                                   	Simbad	NED
135.691250	-20.724444	ESO 564-G011     	 	2	F09004-2031	 	09 02 45.9	-20 43 28	247.73	 16.85	S	 	   0.52	 	28	R	I	 	   1.32	 	 26	U	T	 	    8.95	 	 29	U	T	 	   11.41	 	 132	U	T	 	 2596	 36.73	 	10.41	 	10.57	 	336	                                   	Simbad	NED
136.053333	-36.450556	IRAS 09022-3615  	 	2	09022-3615 	 	09 04 12.8	-36 27 02	260.24	  6.95	 	 	   0.20	 	32	U	T	 	   1.19	 	 20	U	T	 	   11.64	 	 57	U	T	 	   11.08	 	 356	U	T	 	17880	238.84	 	12.19	 	12.26	 	  8	                                   	Simbad	NED
138.435417	+76.475278	NGC 2748         	 	1	F09080+7640	 	09 13 44.5	+76 28 31	136.25	 34.36	 	 	   0.60	 	31	R	I	 	   0.87	 	 28	R	I	 	    8.02	 	 36	R	I	 	   17.88	 	 393	U	T	 	 1477	 24.68	 	10.13	 	10.25	 	445	                                   	Simbad	NED
137.706250	 -8.893333	UGCA 150         	 	N	F09083-0841	 	09 10 49.5	-08 53 36	238.91	 25.59	 	 	   0.64	 	32	R	I	 	   0.73	 	 27	R	I	 	    6.03	 	 29	R	I	 	   20.65	 	 126	R	I	 	 1838	 26.85	 	10.24	 	10.30	 	426	                                   	Simbad	NED
138.523750	+40.113056	NGC 2782         	 	1	F09109+4019	 	09 14 05.7	+40 06 47	182.15	 43.68	 	 	   0.64	 	38	R	I	 	   1.51	 	 36	U	T	 	    9.17	 	 52	U	T	 	   13.76	 	 139	U	T	 	 2600	 39.51	 	10.51	 	10.68	 	302	ARP215                             	Simbad	NED
138.406667	-10.324444	IRAS F09111-1007 	 	2	F09111-1007	 	09 13 37.6	-10 19 28	240.64	 25.30	U	 	   0.11	 	24	M	I	 	   0.74	 	 40	R	I	 	    6.75	 	 37	U	T	 	   10.68	 	 246	U	T	 	16273	218.20	 	11.91	 	12.00	 	 21	                                   	Simbad	NED
138.819583	+40.915833	NGC 2785         	 	1	F09120+4107	 	09 15 16.7	+40 54 57	181.04	 43.91	 	 	   0.49	 	30	U	T	 	   1.09	 	 32	U	T	 	    8.40	 	 23	U	T	 	   15.79	 	 116	U	T	 	 2734	 41.27	 	10.56	 	10.69	 	300	                                   	Simbad	NED
138.375833	-60.790000	ESO 126-G002     	 	2	09122-6034 	 	09 13 30.2	-60 47 24	279.26	 -8.38	 	 	   0.54	 	25	U	T	 	   2.04	 	 17	U	T	 	   11.61	 	 77	U	T	 	   15.39	 	 179	U	T	 	 2858	 37.25	 	10.54	 	10.70	 	296	                                   	Simbad	NED
138.978333	+44.332778	UGC 04881        	 	1	F09126+4432	 	09 15 54.8	+44 19 58	176.30	 43.94	 	 	   0.14	 	37	U	T	 	   0.61	 	 34	U	T	 	    6.07	 	 48	U	T	 	   10.33	 	 109	U	T	 	11957	161.16	 	11.60	 	11.69	 	 43	ARP055;VV155;Grasshopper           	Simbad	NED
139.352083	+41.997778	NGC 2798         	*	1	F09141+4212	 	09 17 24.5	+41 59 52	179.53	 44.30	S	 	   0.76	 	22	U	T	 	   3.21	 	 31	U	T	 	   20.60	 	 48	U	T	 	   29.69	 	 156	U	T	 	 1706	 27.84	 	10.55	 	10.69	 	301	ARP283NED01;VV050a;KPG195A         	Simbad	NED
141.071667	+49.248056	NGC 2856         	 	1	F09209+4927	 	09 24 17.2	+49 14 53	169.24	 44.81	S	 	   0.35	:	31	U	T	g	   0.94	:	 26	U	T	g	    5.73	:	 39	U	P	g	   10.15	:	 140	U	P	g	 2638	 40.08	 	10.35	:	10.50	:	359	ARP285NED02                        	Simbad	NED
143.043750	+21.501389	NGC 2903         	 	1	F09293+2143	R	09 32 10.5	+21 30 05	208.71	 44.54	 	 	   5.29	 	35	R	Z	 	   8.64	 	 69	R	Z	 	   60.54	 	 52	R	I	 	  130.43	 	 208	R	I	 	  566	  8.26	S	10.05	 	10.19	 	469	                                   	Simbad	NED
143.953333	+61.356111	UGC 05101        	 	1	F09320+6134	 	09 35 48.8	+61 21 22	152.48	 42.89	 	 	   0.25	:	27	U	P	n	   1.02	 	 27	U	T	 	   11.68	 	 34	U	T	 	   19.91	 	 137	U	T	 	11785	158.61	 	11.87	 	11.95	:	 22	                                   	Simbad	NED
144.163750	+48.471944	MCG+08-18-013    	*	1	F09333+4841	 	09 36 39.3	+48 28 19	169.79	 46.96	S	 	   0.10	 	19	U	T	 	   0.75	 	 28	U	T	 	    5.68	 	 28	U	T	 	    8.42	 	 143	U	T	 	 7777	107.06	 	11.18	 	11.28	 	118	                                   	Simbad	NED
144.556667	-63.486667	ESO 091-G016     	 	2	09369-6315 	 	09 38 13.6	-63 29 12	283.25	 -8.26	 	 	   0.31	 	16	U	T	 	   0.79	 	 19	U	T	 	    6.63	 	 24	U	T	 	   10.11	 	  97	U	T	 	 2162	 26.56	 	10.02	 	10.15	 	484	                                   	Simbad	NED
145.517500	 +0.335833	NGC 2967         	 	1	F09395+0033	 	09 42 04.2	+00 20 09	235.38	 37.28	 	 	   0.64	 	33	R	I	 	   1.09	 	 40	R	Z	 	    5.69	 	 27	R	I	 	   14.48	 	 738	U	T	 	 1892	 28.65	 	10.16	 	10.31	 	424	                                   	Simbad	NED
145.546667	 +4.672778	NGC 2966         	 	1	F09395+0454	 	09 42 11.2	+04 40 22	230.76	 39.68	 	 	   0.46	 	34	R	I	 	   0.80	 	 40	U	T	 	    5.36	 	 48	U	T	 	    8.24	 	 234	U	T	 	 2044	 31.16	 	10.07	 	10.25	 	441	MRK0708                            	Simbad	NED
145.730417	+31.845556	NGC 2964         	 	1	F09399+3204	 	09 42 55.3	+31 50 44	194.62	 49.02	 	 	   0.82	 	29	M	I	 	   1.92	 	 43	R	I	 	   12.07	 	 31	U	T	 	   25.42	 	 110	U	T	 	 1332	 22.82	 	10.23	 	10.36	 	402	MRK0404;KPG210A                    	Simbad	NED
146.810417	+67.919444	NGC 2976         	 	1	F09431+6809	 	09 47 14.5	+67 55 10	143.91	 40.90	 	 	   0.92	 	20	R	I	 	   1.71	 	 20	R	I	 	   13.09	 	 29	R	I	 	   33.43	 	 344	U	T	 	   11	  2.68	 	 8.46	 	 8.55	 	623	                                   	Simbad	NED
146.425000	-14.326389	NGC 2992         	 	N	09432-1405 	 	09 45 42.0	-14 19 35	249.71	 28.78	S	 	   0.63	 	25	R	I	 	   1.38	:	 34	U	P	n	    7.51	:	 46	U	P	n	   17.22	:	 146	R	I	b	 2314	 33.15	 	10.37	:	10.52	:	353	ARP245NED01                        	Simbad	NED
146.447083	-14.366111	NGC 2993         	 	2	F09433-1408	 	09 45 47.3	-14 21 58	249.76	 28.77	S	 	   0.63	 	22	R	Z	 	   1.61	:	 42	U	P	n	   10.58	:	 53	U	P	n	   23.07	:	 237	R	I	b	 2420	 34.69	 	10.55	:	10.67	:	307	ARP245NED02                        	Simbad	NED
146.584583	 +3.056111	IC 0563/4        	 	1	F09437+0317	 	09 46 20.3	+03 03 22	233.26	 39.69	S	 	   0.46	 	21	R	I	 	   0.54	 	 39	R	I	 	    5.26	:	 26	R	I	b	   12.18	:	  58	R	I	b	 6136	 87.01	 	11.07	:	11.19	:	142	ARP303                             	Simbad	NED
147.586250	+72.279722	NGC 2985         	 	1	F09458+7230	 	09 50 20.7	+72 16 47	139.01	 38.68	 	 	   0.90	 	20	R	I	 	   0.86	 	 17	R	I	 	    6.31	 	 38	R	I	 	   21.28	 	 118	M	I	 	 1322	 22.92	 	10.12	 	10.21	 	457	                                   	Simbad	NED
147.533750	-73.923333	NGC 3059         	 	2	F09496-7341	 	09 50 08.1	-73 55 24	291.15	-15.36	 	 	   1.06	 	20	R	I	 	   1.62	 	 18	R	I	 	   13.52	 	 32	R	I	 	   30.51	 	  94	M	I	 	 1260	 14.24	 	 9.88	 	10.00	 	526	                                   	Simbad	NED
148.416667	 +1.581389	NGC 3044         	 	1	F09510+0149	 	09 53 40.0	+01 34 53	236.19	 40.37	 	 	   0.60	 	22	M	I	 	   1.11	 	 86	U	T	 	    9.64	 	 30	U	T	 	   19.38	 	  89	U	T	 	 1292	 19.98	 	10.00	 	10.12	 	494	                                   	Simbad	NED
148.890000	+69.065556	NGC 3031         	 	1	F09514+6918	R	09 55 33.6	+69 03 56	142.09	 40.90	 	 	   5.86	 	  	R	R	 	   5.42	 	   	R	R	 	   44.73	 	   	R	R	 	  174.02	 	    	R	R	 	  -34	  3.63	P	 9.42	 	 9.47	 	594	KPG218A                            	Simbad	NED
148.971250	+69.678056	NGC 3034         	 	1	F09517+6954	R	09 55 53.1	+69 40 41	141.41	 40.57	 	 	  79.43	 	34	R	Z	 	 332.63	 	 46	R	Z	 	 1480.42	 	 74	M	I	 	 1373.69	 	 694	R	I	 	  187	  3.63	P	10.61	 	10.77	 	270	ARP337;KPG218B                     	Simbad	NED
148.780417	-33.134444	IC 2522          	 	N	F09529-3253	 	09 55 07.3	-33 08 04	265.49	 16.63	S	 	   0.43	:	37	R	I	g	   0.64	:	 26	R	I	g	    6.47	:	 44	R	Z	g	   18.06	:	 219	R	Z	g	 3012	 41.16	 	10.57	:	10.63	:	317	AM0952-325NED02                    	Simbad	NED
149.584583	+32.371944	NGC 3067         	 	1	F09554+3236	 	09 58 20.3	+32 22 19	194.22	 52.32	 	 	   0.60	 	21	U	T	 	   1.17	 	 38	M	I	 	    8.91	 	 30	U	T	 	   18.11	 	 104	U	T	 	 1476	 25.09	 	10.17	 	10.30	 	427	                                   	Simbad	NED
150.110417	 +3.374722	UGC 5376         	 	1	F09578+0336	 	10 00 26.5	+03 22 29	235.52	 42.79	 	 	   0.29	 	23	U	T	 	   0.62	 	 48	U	T	 	    5.36	 	 50	U	T	 	   10.41	 	 267	U	T	 	 2050	 31.28	 	10.13	 	10.24	 	448	                                   	Simbad	NED
150.025833	-31.554167	NGC 3095         	 	2	F09578-3118	 	10 00 06.2	-31 33 15	265.27	 18.51	 	 	   0.40	 	33	M	I	 	   1.00	 	 28	M	I	 	    8.33	 	 42	U	T	 	   16.22	 	 185	U	T	 	 2723	 36.86	 	10.46	 	10.57	 	335	AM0957-311                         	Simbad	NED
150.491250	+55.680833	NGC 3079         	 	1	F09585+5555	 	10 01 57.9	+55 40 51	157.81	 48.36	 	 	   2.54	 	30	R	I	 	   3.61	 	 27	R	I	 	   50.67	 	 64	R	I	 	  104.69	 	 141	M	I	 	 1142	 18.19	S	10.65	 	10.73	 	282	                                   	Simbad	NED
150.356250	+15.770833	NGC 3094         	 	1	F09587+1600	 	10 01 25.5	+15 46 15	220.09	 49.06	 	 	   0.82	 	32	U	T	 	   2.89	 	 62	U	T	 	   10.88	 	 44	U	T	 	   13.89	 	  71	U	T	 	 2404	 37.04	 	10.50	 	10.73	 	285	                                   	Simbad	NED
150.831250	+68.733056	NGC 3077         	 	1	F09593+6858	 	10 03 19.5	+68 43 59	141.90	 41.66	 	 	   0.76	 	23	R	I	 	   1.88	 	 25	U	T	 	   15.90	 	 39	M	I	 	   26.53	 	 132	M	I	 	   -5	  2.46	 	 8.35	 	 8.47	 	624	                                   	Simbad	NED
151.011250	 -6.476389	NGC 3110         	 	1	F10015-0614	 	10 04 02.7	-06 28 35	246.38	 37.39	 	 	   0.59	:	35	U	P	g	   1.13	:	 48	U	P	g	   11.28	:	 33	U	P	g	   22.27	:	  85	U	P	g	 5091	 73.48	 	11.21	:	11.31	:	111	                                   	Simbad	NED
151.517500	-33.884444	IC 2545          	 	2	F10038-3338	 	10 06 04.2	-33 53 04	267.84	 17.49	*	 	   0.28	 	28	U	T	 	   1.21	 	 29	U	T	 	    9.79	 	 66	U	T	 	    9.02	 	 263	U	T	 	10267	141.58	 	11.64	 	11.73	 	 41	AM1003-333                         	Simbad	NED
151.634583	-29.935000	NGC 3125         	 	N	F10042-2941	 	10 06 32.3	-29 56 06	265.33	 20.65	 	 	   0.31	 	25	R	I	 	   0.74	 	 36	U	T	 	    5.33	 	 31	M	I	 	    6.67	:	 396	U	T	c	  865	  9.39	 	 8.99	:	 9.15	:	611	AM1004-294                         	Simbad	NED
152.210000	-67.031389	IC 2554          	 	2	10075-6647 	 	10 08 50.4	-67 01 53	288.02	 -8.99	 	 	   1.10	 	21	M	I	 	   2.71	 	 20	U	T	 	   16.96	 	 34	U	T	 	   34.84	 	 264	M	I	 	 1378	 15.72	 	10.04	 	10.18	 	474	AM1007-664                         	Simbad	NED
153.435000	 +3.427222	NGC 3166         	 	1	F10111+0340	 	10 13 44.4	+03 25 38	238.14	 45.52	S	 	   0.29	 	28	U	T	 	   0.32	 	 57	U	T	 	    5.78	 	 44	U	T	 	   13.25	 	 136	U	T	 	 1345	 21.27	 	 9.87	 	 9.94	 	540	KPG228A                            	Simbad	NED
153.563333	 +3.465833	NGC 3169         	 	1	F10116+0342	 	10 14 15.2	+03 27 57	238.20	 45.65	S	 	   1.15	 	31	R	I	 	   0.94	 	 28	R	I	 	    7.88	 	 38	R	I	 	   22.06	 	  83	M	I	 	 1305	 20.61	 	10.05	 	10.18	 	472	KPG228B                            	Simbad	NED
153.678750	-28.873611	NGC 3175         	 	2	F10124-2837	 	10 14 42.9	-28 52 25	266.12	 22.58	 	 	   1.06	 	23	R	I	 	   1.67	 	 22	R	I	 	   13.70	 	 37	R	I	 	   31.49	 	  70	U	T	 	 1101	 13.45	 	 9.85	 	 9.96	 	532	VV796;AM1012-283                   	Simbad	NED
154.230833	+73.398333	NGC 3147         	 	1	F10126+7338	 	10 16 55.4	+73 23 54	136.29	 39.47	 	 	   1.95	 	21	R	Z	 	   1.03	 	 16	R	I	 	    8.17	 	 38	R	I	 	   29.61	 	 222	M	I	 	 2756	 41.41	 	10.78	 	10.91	 	229	                                   	Simbad	NED
154.139583	+21.124167	NGC 3177         	 	1	F10138+2122	 	10 16 33.5	+21 07 27	214.02	 54.30	 	 	   0.66	 	30	R	I	 	   1.30	 	 39	R	I	 	    9.20	 	 30	U	T	 	   16.78	 	 105	U	T	 	 1302	 22.34	 	10.05	 	10.20	 	465	MRK9018                            	Simbad	NED
154.550417	+41.431389	NGC 3184         	 	1	10152+4140 	 	10 18 12.1	+41 25 53	178.33	 55.62	 	 	   0.93	 	32	R	I	 	   1.32	 	 25	R	I	 	    8.72	 	 29	R	I	 	   28.58	 	 118	R	I	 	  593	 12.58	S	 9.72	 	 9.80	 	567	                                   	Simbad	NED
154.981667	+45.548333	NGC 3198         	 	1	F10168+4547	 	10 19 55.6	+45 32 54	171.22	 54.83	 	 	   0.71	 	21	R	I	 	   1.08	 	 29	R	I	 	    7.15	 	 41	R	I	 	   18.44	 	 103	R	I	 	  663	 13.79	P	 9.62	 	 9.75	 	576	                                   	Simbad	NED
155.000417	 +8.225278	IRAS F10173+0828 	 	1	F10173+0828	 	10 20 00.1	+08 13 31	233.59	 49.52	 	 	   0.19	 	29	R	I	 	   0.55	 	 49	M	I	 	    5.61	 	 25	U	T	 	    5.86	 	 100	U	T	 	14669	198.65	 	11.70	 	11.80	 	 34	                                   	Simbad	NED
